Time,Name,Attachment,Meet Name,Date,Event,Cut,Place
25.15,Jason Kim,Irvine Novaquatics,2021 CA So Cal Invite,7/10/21,50 FR LCM Male,"""AAA""",Prelim 24th
25.19,Jason Kim,Irvine Novaquatics,2021 CA Speedo Grand Challenge,5/29/21,50 FR LCM Male,"""AAA""",Prelim 43rd
25.19,Jason Kim,Irvine Novaquatics,2022 CA Speedo Grand Challenge,5/28/22,50 FR LCM Male,"""Slower than B""",Prelim 61st
25.24,Jason Kim,Irvine Novaquatics,2021 CA MVN Summer JO's,7/25/21,50 FR LCM Male,"""AAA""",Final 5th
25.3,Jason Kim,Irvine Novaquatics,2021 CA So Cal Invite,7/10/21,50 FR LCM Male,"""AAA""",Final 24th
25.35,Jason Kim,Irvine Novaquatics,2021 CA MVN Summer JO's,7/25/21,50 FR LCM Male,"""AAA""",Prelim 9th
25.4,Jason Kim,Irvine Novaquatics,2019 CA Los Angeles Invite,7/13/19,50 FR LCM Male,2016-2020 AAA,Prelim 108th
25.65,Jason Kim,Irvine Novaquatics,2021 CA NOVA Time Trials,5/1/21,50 FR LCM Male,"""AA""",Final 22nd
25.66,Jason Kim,Irvine Novaquatics,2022 CA RMDA Road to 2022 LCM Finals,1/14/22,50 FR LCM Male,"""AA""",Final 11th
25.67,Jason Kim,Irvine Novaquatics,2019 CA MVN Summer JO's,7/27/19,50 FR LCM Male,2016-2020 AA,Prelim 12th
25.71,Jason Kim,Irvine Novaquatics,2019 CA MVN Summer JO's,7/27/19,50 FR LCM Male,2016-2020 AA,Final 14th
25.77,Jason Kim,Irvine Novaquatics,2018 CA SCS/MVN Summer JOs,8/5/18,50 FR LCM Male,2016-2020 AA,Prelim 19th
25.78,Jason Kim,Irvine Novaquatics,2018 CA Speedo Grand Challenge,5/26/18,50 FR LCM Male,2016-2020 AA,Prelim 84th
25.79,Jason Kim,Irvine Novaquatics,2019 CA Speedo Grand Challenge,5/25/19,50 FR LCM Male,2016-2020 AA,Prelim 93rd
25.79,Jason Kim,Irvine Novaquatics,2018 CA Armada April SR Meet,4/21/18,50 FR LCM Male,2016-2020 AAAA,Prelim 16th
26.07,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/29/17,50 FR LCM Male,2016-2020 AAA,Prelim 2nd
26.11,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/29/17,50 FR LCM Male,2016-2020 AAA,Final 3rd
26.29,Jason Kim,Irvine Novaquatics,2019 CA NOVA JAG,6/16/19,50 FR LCM Male,2016-2020 AA,Prelim 32nd
26.34,Jason Kim,Irvine Novaquatics,2017 CA NOVA July 'Blue' LC Meet,7/9/17,50 FR LCM Male,2016-2020 AAA,Final 1st
26.38,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/18/17,50 FR LCM Male,2016-2020 AAA,Final 4th
26.62,Jason Kim,Irvine Novaquatics,2020 CA SCS/GWSC Road to Omaha,1/20/20,50 FR LCM Male,2016-2020 AA,Prelim 50th
26.74,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/30/16,50 FR LCM Male,2012-2016 AAA,Prelim 6th
26.76,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/30/16,50 FR LCM Male,2012-2016 AAA,Final 8th
26.8,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/18/17,50 FR LCM Male,2016-2020 AAA,Prelim 6th
26.92,Jason Kim,Irvine Novaquatics,2016 CC Summer Slam Duals,6/25/16,50 FR LCM Male,2012-2016 AAA,Final 2nd
27.07,Jason Kim,Irvine Novaquatics,2016 CA - NOVA JAG Champs,6/19/16,50 FR LCM Male,2012-2016 AAA,Final 14th
27.07,Jason Kim,Irvine Novaquatics,2017 CA NOVA April 'Blue' LCM,4/8/17,50 FR LCM Male,2016-2020 AAA,Final 1st
27.14,Jason Kim,Irvine Novaquatics,2016 CA NOVA May LC Meet,5/1/16,50 FR LCM Male,2012-2016 AAAA,Final 1st
27.39,Jason Kim,Irvine Novaquatics,2016 CA - NOVA JAG Champs,6/19/16,50 FR LCM Male,2012-2016 AA,Prelim 16th
27.8,Jason Kim,Irvine Novaquatics,2016 CA NOVA March 'Blue' LC Meet,3/6/16,50 FR LCM Male,2012-2016 AAAA,Final 2nd
27.88,Jason Kim,Irvine Novaquatics,2016 CA NOVApril Long Course M,4/16/16,50 FR LCM Male,2012-2016 AAAA,Final 6th
28.31,Jason Kim,Irvine Novaquatics,2015 CA Speedo Grand Challenge,5/24/15,50 FR LCM Male,2012-2016 AAAA,Final 5th
28.58,Jason Kim,Irvine Novaquatics,2015 CA Speedo Grand Challenge,5/24/15,50 FR LCM Male,2012-2016 AAA,Prelim 4th
28.66,Jason Kim,Irvine Novaquatics,2015 CA NOVA Blue LC Meet,7/12/15,50 FR LCM Male,2012-2016 AAA,Final 1st
28.82,Jason Kim,Irvine Novaquatics,2015 CA NOVA/SCS - June Age Gr,6/21/15,50 FR LCM Male,2012-2016 AAA,Final 3rd
28.86,Jason Kim,Irvine Novaquatics,2015 CA NOVA May Blue LC Meet,5/3/15,50 FR LCM Male,2012-2016 AAA,Final 1st
29.38,Jason Kim,Irvine Novaquatics,2015 CA NOVApril LC Intrasquad,4/18/15,50 FR LCM Male,2012-2016 AAA,Final 9th
30.31,Jason Kim,Irvine Novaquatics,2015 CA NOVA March lc 'Blue' M,3/8/15,50 FR LCM Male,2012-2016 AA,Final 5th
32.65,Jason Kim,Irvine Novaquatics,2014 CA NOVA July 'Blue' LC Me,7/12/14,50 FR LCM Male,2012-2016 BB,Final 25th
34.05,Jason Kim,Irvine Novaquatics,2014 CA NOVA May Blue LC Meet,5/3/14,50 FR LCM Male,2012-2016 AA,Final 5th
54.89,Jason Kim,Irvine Novaquatics,2021 CA So Cal Invite,7/9/21,100 FR LCM Male,"""AAA""",Prelim 24th
55,Jason Kim,Irvine Novaquatics,2021 CA MVN Summer JO's,7/22/21,100 FR LCM Male,"""AAA""",Final 7th
55.02,Jason Kim,Irvine Novaquatics,2022 CA Speedo Grand Challenge,5/29/22,100 FR LCM Male,"""Slower than B""",Prelim 63rd
55.49,Jason Kim,Irvine Novaquatics,2021 CA MVN Summer JO's,7/22/21,100 FR LCM Male,"""AA""",Prelim 8th
55.53,Jason Kim,Irvine Novaquatics,2021 CA So Cal Invite,7/9/21,100 FR LCM Male,"""AA""",Final 24th
55.68,Jason Kim,Irvine Novaquatics,2021 CA Speedo Grand Challenge,5/30/21,100 FR LCM Male,"""AA""",Prelim 59th
55.73,Jason Kim,Irvine Novaquatics,2018 CA SCS/MVN Summer JOs,8/3/18,100 FR LCM Male,2016-2020 AAA,Final 1st
55.78,Jason Kim,Irvine Novaquatics,2019 CA NOVA JAG,6/15/19,100 FR LCM Male,2016-2020 AAA,Prelim 23rd
55.8,Jason Kim,Irvine Novaquatics,2019 CA Los Angeles Invite,7/13/19,100 FR LCM Male,2016-2020 AAA,Final 2nd
56,Jason Kim,Irvine Novaquatics,2019 CA Los Angeles Invite,7/12/19,100 FR LCM Male,2016-2020 AAA,Prelim 129th
56.03,Jason Kim,Irvine Novaquatics,2018 CA SCS/MVN Summer JOs,8/2/18,100 FR LCM Male,2016-2020 AAA,Prelim 23rd
56.18,Jason Kim,Irvine Novaquatics,2021 CA NOVA Time Trials,5/2/21,100 FR LCM Male,"""AA""",Final 15th
56.45,Jason Kim,Irvine Novaquatics,2018 CA MVN Fran Crippen SMOC,6/22/18,100 FR LCM Male,2016-2020 AAA,Prelim 124th
56.84,Jason Kim,Irvine Novaquatics,2019 CA NOVA June Blue LCM,6/1/19,100 FR LCM Male,2016-2020 AA,Final 1st
56.94,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/30/17,100 FR LCM Male,2016-2020 AAA,
57.01,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/17/17,100 FR LCM Male,2016-2020 AAA,Final 9th
57.15,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/26/17,100 FR LCM Male,2016-2020 AAA,Final 9th
57.56,Jason Kim,Irvine Novaquatics,2017 CA NOVA May 'Blue' LC Meet,5/6/17,100 FR LCM Male,2016-2020 AAA,Final 1st
57.64,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/27/16,100 FR LCM Male,2012-2016 AAA,Prelim 8th
58.14,Jason Kim,Irvine Novaquatics,2017 CA NOVA July 'Blue' LC Meet,7/8/17,100 FR LCM Male,2016-2020 AAA,Final 1st
58.3,Jason Kim,Irvine Novaquatics,2017 CA NOVA April 'Blue' LCM,4/9/17,100 FR LCM Male,2016-2020 AAA,Final 1st
58.34,Jason Kim,Irvine Novaquatics,2016 CC Summer Slam Champs,6/26/16,100 FR LCM Male,2012-2016 AAA,Final 3rd
58.37,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/27/16,100 FR LCM Male,2012-2016 AAA,Final 8th
59.32,Jason Kim,Irvine Novaquatics,2016 CC Summer Slam Duals,6/24/16,100 FR LCM Male,2012-2016 AAA,Final 3rd
59.53,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/17/17,100 FR LCM Male,2016-2020 AA,Prelim 16th
59.58,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/26/17,100 FR LCM Male,2016-2020 AA,Prelim 13th
59.78,Jason Kim,Irvine Novaquatics,2016 CA - NOVA JAG Champs,6/18/16,100 FR LCM Male,2012-2016 AAA,Prelim 17th
01:00.6,Jason Kim,Irvine Novaquatics,2016 CA NOVA May LC Meet,4/30/16,100 FR LCM Male,2012-2016 AAAA,Final 1st
01:01.5,Jason Kim,Irvine Novaquatics,2016 CA NOVA March 'Blue' LC Meet,3/5/16,100 FR LCM Male,2012-2016 AAAA,Final 5th
01:02.4,Jason Kim,Irvine Novaquatics,2015 CA NOVA/SCS - June Age Gr,6/20/15,100 FR LCM Male,2012-2016 AAA,Final 5th
01:02.4,Jason Kim,Irvine Novaquatics,2015 CA Speedo Grand Challenge,5/22/15,100 FR LCM Male,2012-2016 AAA,Final 5th
01:02.5,Jason Kim,Irvine Novaquatics,2015 CA NOVA Blue LC Meet,7/11/15,100 FR LCM Male,2012-2016 AAA,Final 1st
01:02.8,Jason Kim,Irvine Novaquatics,2015 CA Speedo Grand Challenge,5/22/15,100 FR LCM Male,2012-2016 AAA,Prelim 4th
01:03.1,Jason Kim,Irvine Novaquatics,2015 CA NOVApril LC Intrasquad,4/19/15,100 FR LCM Male,2012-2016 AAA,Final 9th
01:10.0,Jason Kim,Irvine Novaquatics,2014 CA NOVA July 'Blue' LC Me,7/12/14,100 FR LCM Male,2012-2016 A,Final 13th
01:12.4,Jason Kim,Irvine Novaquatics,2014 CA MVN Summer Junior Olym,7/23/14,100 FR LCM Male,2012-2016 BB,Prelim 42nd
01:13.5,Jason Kim,Irvine Novaquatics,2014 CA GWSC BR LCM,5/30/14,100 FR LCM Male,2012-2016 BB,Final 16th
01:14.9,Jason Kim,Irvine Novaquatics,2014 CA NOVA April 'Blue' LC M,4/5/14,100 FR LCM Male,2012-2016 AA,Final 17th
01:59.6,Jason Kim,Irvine Novaquatics,2021 CA MVN Summer JO's,7/23/21,200 FR LCM Male,"""AAA""",Prelim 3rd
02:01.4,Jason Kim,Irvine Novaquatics,2021 CA So Cal Invite,7/10/21,200 FR LCM Male,"""AAA""",Prelim 38th
02:01.8,Jason Kim,Irvine Novaquatics,2021 CA MVN Summer JO's,7/23/21,200 FR LCM Male,"""AA""",Final 7th
02:02.2,Jason Kim,Irvine Novaquatics,2019 CA MVN Summer JO's,7/25/19,200 FR LCM Male,2016-2020 AAA,Prelim 5th
02:02.8,Jason Kim,Irvine Novaquatics,2019 CA MVN Summer JO's,7/25/19,200 FR LCM Male,2016-2020 AAA,Final 7th
02:04.8,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/30/17,200 FR LCM Male,2016-2020 AAA,
02:05.1,Jason Kim,Irvine Novaquatics,2018 CA Armada April SR Meet,4/21/18,200 FR LCM Male,2016-2020 AAA,Prelim 39th
02:06.7,Jason Kim,Irvine Novaquatics,2018 CA SCS/MVN Summer JOs,8/3/18,200 FR LCM Male,2016-2020 AA,Prelim 35th
02:06.9,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/28/16,200 FR LCM Male,2012-2016 AAA,Prelim 11th
02:06.9,Jason Kim,Irvine Novaquatics,2019 CA NOVA June Blue LCM,6/2/19,200 FR LCM Male,2016-2020 AA,Final 4th
02:07.2,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/28/16,200 FR LCM Male,2012-2016 AAA,Final 13th
02:07.7,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/15/17,200 FR LCM Male,2016-2020 AAA,Final 9th
02:08.0,Jason Kim,Irvine Novaquatics,2017 CA NOVA June 'Blue' LC Meet,6/4/17,200 FR LCM Male,2016-2020 AAA,Final 1st
02:08.1,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/27/17,200 FR LCM Male,2016-2020 AAA,Final 11th
02:09.6,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/27/17,200 FR LCM Male,2016-2020 AA,Prelim 10th
02:09.8,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/15/17,200 FR LCM Male,2016-2020 AA,Prelim 9th
02:10.9,Jason Kim,Irvine Novaquatics,2016 CA NOVA May LC Meet,5/1/16,200 FR LCM Male,2012-2016 AAAA,Final 1st
02:12.0,Jason Kim,Irvine Novaquatics,2016 CA NOVApril Long Course M,4/16/16,200 FR LCM Male,2012-2016 AAAA,Final 5th
02:12.1,Jason Kim,Irvine Novaquatics,2017 CA NOVA July 'Blue' LC Meet,7/9/17,200 FR LCM Male,2016-2020 AA,Final 4th
02:13.3,Jason Kim,Irvine Novaquatics,2016 CC Summer Slam Duals,6/25/16,200 FR LCM Male,2012-2016 AA,Final 6th
02:14.0,Jason Kim,Irvine Novaquatics,2017 CA NOVA April 'Blue' LCM,4/8/17,200 FR LCM Male,2016-2020 AA,Final 13th
02:14.1,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/15/17,200 FR LCM Male,2016-2020 AA,
02:16.0,Jason Kim,Irvine Novaquatics,2015 CA NOVA Blue LC Meet,7/12/15,200 FR LCM Male,2012-2016 AAA,Final 1st
02:16.6,Jason Kim,Irvine Novaquatics,2016 CA NOVA March 'Blue' LC Meet,3/6/16,200 FR LCM Male,2012-2016 AAA,Final 5th
02:18.3,Jason Kim,Irvine Novaquatics,2015 CA NOVA May Blue LC Meet,5/3/15,200 FR LCM Male,2012-2016 AAA,Final 1st
02:19.2,Jason Kim,Irvine Novaquatics,2015 CA NOVA/SCS - June Age Gr,6/21/15,200 FR LCM Male,2012-2016 AAA,Final 9th
02:23.3,Jason Kim,Irvine Novaquatics,2015 CA NOVA March lc 'Blue' M,3/8/15,200 FR LCM Male,2012-2016 AA,Final 2nd
02:33.0,Jason Kim,Irvine Novaquatics,2014 CA NOVA July 'Blue' LC Me,7/12/14,200 FR LCM Male,2012-2016 A,Final 23rd
02:42.6,Jason Kim,Irvine Novaquatics,2014 CA NOVA May Blue LC Meet,5/3/14,200 FR LCM Male,2012-2016 AA,Final 8th
04:52.3,Jason Kim,Irvine Novaquatics,2016 CA NOVA July 'Blue' LC Meet,7/9/16,400 FR LCM Male,2012-2016 A,Final 6th
04:53.7,Jason Kim,Irvine Novaquatics,2016 CA NOVA May LC Meet,4/30/16,400 FR LCM Male,2012-2016 AAA,Final 2nd
04:53.9,Jason Kim,Irvine Novaquatics,2016 CA NOVA March 'Blue' LC Meet,3/5/16,400 FR LCM Male,2012-2016 AAA,Final 9th
05:02.6,Jason Kim,Irvine Novaquatics,2015 CA NOVA Blue LC Meet,7/11/15,400 FR LCM Male,2012-2016 AA,Final 5th
05:31.7,Jason Kim,Irvine Novaquatics,2014 CA NOVA July 'Blue' LC Me,7/12/14,400 FR LCM Male,2012-2016 BB,Final 18th
10:29.0,Jason Kim,Irvine Novaquatics,2016 CA NOVA July 'Blue' LC Meet,7/10/16,800 FR LCM Male,2012-2016 A,Final 8th
21:07.1,Jason Kim,Irvine Novaquatics,2016 CA NOVA Distance Meet,3/19/16,1500 FR LCM Male,2012-2016 A,Final 14th
32.36,Jason Kim,Irvine Novaquatics,2016 CA NOVA May LC Meet,5/1/16,50 BK LCM Male,2012-2016 AAAA,Final 1st
34.86,Jason Kim,Irvine Novaquatics,2015 CA Speedo Grand Challenge,5/23/15,50 BK LCM Male,2012-2016 AA,Prelim 9th
36.09,Jason Kim,Irvine Novaquatics,2015 CA NOVA May Blue LC Meet,5/3/15,50 BK LCM Male,2012-2016 AA,Final 3rd
37.5,Jason Kim,Irvine Novaquatics,2015 CA NOVA March lc 'Blue' M,3/8/15,50 BK LCM Male,2012-2016 A,Final 9th
40.09,Jason Kim,Irvine Novaquatics,2014 CA NOVA May Blue LC Meet,5/3/14,50 BK LCM Male,2012-2016 AA,Final 4th
40.44,Jason Kim,Irvine Novaquatics,2014 CA GWSC BR LCM,5/30/14,50 BK LCM Male,2012-2016 BB,Final 15th
01:09.1,Jason Kim,Irvine Novaquatics,2017 CA NOVA July 'Blue' LC Meet,7/9/17,100 BK LCM Male,2016-2020 AA,Final 2nd
01:09.4,Jason Kim,Irvine Novaquatics,2017 CA NOVA June 'Blue' LC Meet,6/4/17,100 BK LCM Male,2016-2020 A,Final 3rd
01:10.1,Jason Kim,Irvine Novaquatics,2017 CA NOVA May 'Blue' LC Meet,5/6/17,100 BK LCM Male,2016-2020 A,Final 4th
01:10.4,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/30/16,100 BK LCM Male,2012-2016 A,Prelim 21st
01:11.3,Jason Kim,Irvine Novaquatics,2016 CA NOVApril Long Course M,4/16/16,100 BK LCM Male,2012-2016 AAA,Final 8th
01:11.4,Jason Kim,Irvine Novaquatics,2016 CA NOVA July 'Blue' LC Meet,7/10/16,100 BK LCM Male,2012-2016 A,Final 4th
01:12.2,Jason Kim,Irvine Novaquatics,2017 CA NOVA April 'Blue' LCM,4/8/17,100 BK LCM Male,2016-2020 A,Final 10th
01:14.3,Jason Kim,Irvine Novaquatics,2016 CA NOVA March 'Blue' LC Meet,3/6/16,100 BK LCM Male,2012-2016 AAA,Final 11th
01:20.7,Jason Kim,Irvine Novaquatics,2014 CA MVN Summer Junior Olym,7/23/14,100 BK LCM Male,2012-2016 A,Prelim 24th
01:21.8,Jason Kim,Irvine Novaquatics,2015 CA NOVA Blue LC Meet,7/11/15,100 BK LCM Male,2012-2016 A,Final 4th
01:23.0,Jason Kim,Irvine Novaquatics,2014 CA NOVA July 'Blue' LC Me,7/12/14,100 BK LCM Male,2012-2016 BB,Final 11th
02:32.4,Jason Kim,Irvine Novaquatics,2016 CA - NOVA JAG Champs,6/16/16,200 BK LCM Male,2012-2016 A,Prelim 19th
02:33.4,Jason Kim,Irvine Novaquatics,2017 CA NOVA June 'Blue' LC Meet,6/3/17,200 BK LCM Male,2016-2020 A,Final 6th
02:33.7,Jason Kim,Irvine Novaquatics,2017 CA NOVA April 'Blue' LCM,4/9/17,200 BK LCM Male,2016-2020 A,Final 3rd
02:33.8,Jason Kim,Irvine Novaquatics,2016 CA NOVApril Long Course M,4/17/16,200 BK LCM Male,2012-2016 AAA,Final 4th
02:33.9,Jason Kim,Irvine Novaquatics,2016 CC Summer Slam Duals,6/25/16,200 BK LCM Male,2012-2016 A,Final 3rd
02:34.2,Jason Kim,Irvine Novaquatics,2017 CA NOVA July 'Blue' LC Meet,7/8/17,200 BK LCM Male,2016-2020 A,Final 3rd
02:41.9,Jason Kim,Irvine Novaquatics,2016 CA NOVA March 'Blue' LC Meet,3/5/16,200 BK LCM Male,2012-2016 AA,Final 10th
42.5,Jason Kim,Irvine Novaquatics,2014 CA MVN Summer Junior Olym,7/23/14,50 BR LCM Male,2012-2016 BB,Prelim 34th
44.58,Jason Kim,Irvine Novaquatics,2014 CA NOVA July 'Blue' LC Me,7/12/14,50 BR LCM Male,2012-2016 BB,Final 27th
46.37,Jason Kim,Irvine Novaquatics,2014 CA NOVA April 'Blue' LC M,4/5/14,50 BR LCM Male,2012-2016 A,Final 16th
01:21.3,Jason Kim,Irvine Novaquatics,2017 CA NOVA May 'Blue' LC Meet,5/6/17,100 BR LCM Male,2016-2020 BB,Final 5th
01:22.1,Jason Kim,Irvine Novaquatics,2016 CA - NOVA JAG Champs,6/19/16,100 BR LCM Male,2012-2016 BB,Prelim 32nd
01:24.0,Jason Kim,Irvine Novaquatics,2016 CA NOVA July 'Blue' LC Meet,7/9/16,100 BR LCM Male,2012-2016 BB,Final 7th
01:26.2,Jason Kim,Irvine Novaquatics,2016 CA NOVApril Long Course M,4/17/16,100 BR LCM Male,2012-2016 AA,Final 15th
01:26.5,Jason Kim,Irvine Novaquatics,2015 CA NOVA/SCS - June Age Gr,6/19/15,100 BR LCM Male,2012-2016 AA,Final 20th
01:27.5,Jason Kim,Irvine Novaquatics,2015 CA NOVApril LC Intrasquad,4/19/15,100 BR LCM Male,2012-2016 AA,Final 14th
01:28.7,Jason Kim,Irvine Novaquatics,2015 CA NOVA May Blue LC Meet,5/3/15,100 BR LCM Male,2012-2016 A,Final 5th
01:31.0,Jason Kim,Irvine Novaquatics,2015 CA NOVA Blue LC Meet,7/12/15,100 BR LCM Male,2012-2016 A,Final 9th
01:34.7,Jason Kim,Irvine Novaquatics,2014 CA NOVA July 'Blue' LC Me,7/12/14,100 BR LCM Male,2012-2016 BB,Final 23rd
01:38.5,Jason Kim,Irvine Novaquatics,2014 CA NOVA May Blue LC Meet,5/3/14,100 BR LCM Male,2012-2016 AA,Final 6th
01:41.1,Jason Kim,Irvine Novaquatics,2014 CA GWSC BR LCM,5/30/14,100 BR LCM Male,2012-2016 B,Final 17th
03:00.3,Jason Kim,Irvine Novaquatics,2016 CA NOVA July 'Blue' LC Meet,7/10/16,200 BR LCM Male,2012-2016 BB,Final 6th
03:08.8,Jason Kim,Irvine Novaquatics,2015 CA NOVApril LC Intrasquad,4/18/15,200 BR LCM Male,2012-2016 AA,Final 12th
29.97,Jason Kim,Irvine Novaquatics,2016 CA NOVA May LC Meet,4/30/16,50 FL LCM Male,2012-2016 AAAA,Final 1st
31.65,Jason Kim,Irvine Novaquatics,2015 CA NOVA/SCS - June Age Gr,6/19/15,50 FL LCM Male,2012-2016 AAA,Final 4th
32.43,Jason Kim,Irvine Novaquatics,2015 CA Speedo Grand Challenge,5/24/15,50 FL LCM Male,2012-2016 AA,Prelim 10th
40.62,Jason Kim,Irvine Novaquatics,2014 CA NOVA April 'Blue' LC M,4/5/14,50 FL LCM Male,2012-2016 A,Final 22nd
58.73,Jason Kim,Irvine Novaquatics,2021 CA MVN Summer JO's,7/25/21,100 FL LCM Male,"""AAA""",Final 1st
59.12,Jason Kim,Irvine Novaquatics,2022 CA Speedo Grand Challenge,5/28/22,100 FL LCM Male,"""Slower than B""",Prelim 49th
59.2,Jason Kim,Irvine Novaquatics,2021 CA MVN Summer JO's,7/24/21,100 FL LCM Male,"""AAA""",Final 10th
59.29,Jason Kim,Irvine Novaquatics,2019 CA MVN Summer JO's,7/26/19,100 FL LCM Male,2016-2020 AAA,Final 5th
59.34,Jason Kim,Irvine Novaquatics,2019 CA MVN Summer JO's,7/26/19,100 FL LCM Male,2016-2020 AAA,Prelim 4th
59.36,Jason Kim,Irvine Novaquatics,2019 CA NOVA JAG,6/14/19,100 FL LCM Male,2016-2020 AAA,Final 15th
59.36,Jason Kim,Irvine Novaquatics,2021 CA MVN Summer JO's,7/24/21,100 FL LCM Male,"""AA""",Prelim 10th
59.51,Jason Kim,Irvine Novaquatics,2021 CA So Cal Invite,7/11/21,100 FL LCM Male,"""AA""",Final 22nd
59.61,Jason Kim,Irvine Novaquatics,2019 CA MVN Summer JO's,7/27/19,100 FL LCM Male,2016-2020 AAA,Final 1st
59.63,Jason Kim,Irvine Novaquatics,2018 CA SCS/MVN Summer JOs,8/4/18,100 FL LCM Male,2016-2020 AAA,Final 4th
59.81,Jason Kim,Unattached,2019 CA Armada April Senior,4/14/19,100 FL LCM Male,2016-2020 AAA,Prelim 10th
59.87,Jason Kim,Irvine Novaquatics,2021 CA So Cal Invite,7/11/21,100 FL LCM Male,"""AA""",Prelim 25th
59.93,Jason Kim,Irvine Novaquatics,2021 CA Speedo Grand Challenge,5/29/21,100 FL LCM Male,"""AA""",Prelim 47th
01:00.1,Jason Kim,Irvine Novaquatics,2019 CA NOVA JAG,6/14/19,100 FL LCM Male,2016-2020 AAA,Prelim 16th
01:00.2,Jason Kim,Irvine Novaquatics,2018 CA Armada April SR Meet,4/22/18,100 FL LCM Male,2016-2020 AAAA,Final 7th
01:00.3,Jason Kim,Irvine Novaquatics,2018 CA SCS/MVN Summer JOs,8/4/18,100 FL LCM Male,2016-2020 AAA,Prelim 10th
01:00.3,Jason Kim,Irvine Novaquatics,2018 CA Armada April SR Meet,4/22/18,100 FL LCM Male,2016-2020 AAAA,Prelim 17th
01:00.5,Jason Kim,Irvine Novaquatics,2018 CA MVN Fran Crippen SMOC,6/24/18,100 FL LCM Male,2016-2020 AAA,Prelim 96th
01:00.6,Jason Kim,Irvine Novaquatics,2019 CA Los Angeles Invite,7/14/19,100 FL LCM Male,2016-2020 AAA,Prelim 103rd
01:00.6,Jason Kim,Irvine Novaquatics,2018 CA Speedo Grand Challenge,5/26/18,100 FL LCM Male,2016-2020 AAA,Prelim 68th
01:00.9,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/16/17,100 FL LCM Male,2016-2020 AAAA,Final 4th
01:01.2,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/28/17,100 FL LCM Male,2016-2020 AAA,Final 2nd
01:01.7,Jason Kim,Irvine Novaquatics,2020 CA SCS/GWSC Road to Omaha,1/20/20,100 FL LCM Male,2016-2020 AA,Prelim 23rd
01:01.8,Jason Kim,Irvine Novaquatics,2019 CA Speedo Grand Challenge,5/25/19,100 FL LCM Male,2016-2020 AA,Prelim 83rd
01:02.8,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/28/17,100 FL LCM Male,2016-2020 AAA,Prelim 5th
01:03.0,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/29/16,100 FL LCM Male,2012-2016 AAA,Final 10th
01:03.4,Jason Kim,Irvine Novaquatics,2017 CA NOVA June 'Blue' LC Meet,6/3/17,100 FL LCM Male,2016-2020 AAA,Final 1st
01:03.7,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/16/17,100 FL LCM Male,2016-2020 AAA,Prelim 8th
01:03.7,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/29/16,100 FL LCM Male,2012-2016 AAA,Prelim 11th
01:04.2,Jason Kim,Irvine Novaquatics,2016 CC Summer Slam Champs,6/26/16,100 FL LCM Male,2012-2016 AAA,Final 4th
01:04.5,Jason Kim,Irvine Novaquatics,2016 CC Summer Slam Duals,6/24/16,100 FL LCM Male,2012-2016 AAA,Final 1st
01:04.6,Jason Kim,Irvine Novaquatics,2017 CA NOVA July 'Blue' LC Meet,7/8/17,100 FL LCM Male,2016-2020 AA,Final 2nd
01:04.9,Jason Kim,Irvine Novaquatics,2016 CA - NOVA JAG Champs,6/17/16,100 FL LCM Male,2012-2016 AA,Prelim 11th
